90 John St,40.7079086,-74.0064774,3.5
112 Macdougal St,40.72956,-74.00054,4
193 Bleecker St,40.7293499,-74.00134,4.5
14 W 4th St,40.72831,-73.99493,3.5
37 Canal St,40.71474,-73.99096,4
194 Bleecker St,40.72927282,-74.00159785,4
180 Spring St,40.724678,-74.002624,4
97 Canal St,40.7155194,-73.9939288,4
55 Liberty St,40.7087752,-74.0093604,3.5
92 E Broadway,40.71399,-73.99367,4
75 Thompson St,40.724655,-74.003112,4
225 Liberty St,40.71156009,-74.01533011,3.5
240 Lafayette St,40.72277,-73.9972,4
375 Greenwich St,40.71961,-74.00991,3.5
78 Leonard St,40.71733,-74.0052,3.5
222 W Houston St,40.72866,-74.00472,3.5
370 Canal St,40.72066116,-74.0043869,4
49 Canal St,40.714973,-73.991539,3.5
359 Bowery St,40.7268199,-73.99128,3.5
72 Kenmare St,40.72095,-73.9963,4
7 Rivington St,40.72122,-73.99287,3.5
211 W Broadway,40.7188969,-74.0062207,4
206 Thompson St,40.72863,-73.99938,4
316 Bowery,40.72521,-73.99247,4
9 Crosby St,40.7198301,-74.0000708,3.5
494 Broome St,40.7232311,-74.0025149,4
225 Liberty St,40.71234946,-74.01588767,3
203 Mott St,40.72147,-73.99565,3.5
45 Mott St,40.7153,-73.99896,3.5
190 Church St,40.7159379,-74.0071884,3.5
265 Canal St,40.71897,-74.00102,4
67 Wall St,40.705586,-74.008382,3.5
126 Crosby St,40.72454,-73.9965931,4.5
277 Church St,40.71856441,-74.00484344,4
231 Hudson St,40.724443,-74.008072,3.5
228 Front St,40.70766,-74.00205,4
348 Bowery,40.72664261,-73.99202728,4
99 Macdougal St,40.72962802,-74.00102891,4
110 6th Ave,40.72369,-74.0045776,3.5
87 Beaver St,40.70544737,-74.00836418,3.5
15 E 4th St,40.728143,-73.9933998,3
95 Macdougal St,40.72953,-74.00115,4
28 Grand St,40.723011,-74.004647,4
70 W 3rd St,40.729352,-73.9983558,3.5
87 Baxter St,40.71671,-73.9995299,3.5
121 Division St,40.71429,-73.99179,4.5
34 Water St,40.703269,-74.01080278,4
5 Mott St,40.7138543,-73.9989484,4
155 Bleecker St,40.72856,-73.99973,3.5
49-53 Ann St,40.71035,-74.00679,5
26 Broadway,40.70546,-74.01287,5
81 Hudson St,40.718555,-74.009078,4
198 Grand St,40.71936,-73.99667,4
24 Prince St,40.72269,-73.99465,3
284 Mulberry St,40.724419,-73.994899,4
48 Bowery,40.7158109,-73.9964924,3.5
69 Macdougal St,40.72859,-74.002,4
65 Carmine St,40.7297584,-74.0046303,4
59 Grand St,40.72216,-74.00348,3.5
10 Delancey St,40.720394,-73.99321,4
18 Doyers St,40.7147,-73.9980099,3.5
275 Mulberry St,40.72427531,-73.99531476,4
192 Mercer St,40.72613033,-73.99723392,3
38 Water St,40.70332,-74.01065,3
169 Sullivan St,40.72787,-74.0010999,4.5
5 Beekman St,40.711288,-74.006803,3.5
153 Centre St,40.71792,-74.00021,4.5
349 W 46th St,40.76067,-73.98974,4.5
380 Broome St,40.72048,-73.99646,3.5
29 Kenmare St,40.72083,-73.99509,4
145 Duane St,40.71659,-74.007919,3.5
83 Maiden Ln,40.70745,-74.00748,4.5
32 E 2nd St,40.7250017,-73.9906009,4
46 Trinity Pl,40.70764439,-74.01322979,3.5
121 Fulton St,40.71003,-74.00713,3.5
47 E Houston St,40.724759,-73.994728,4
512 Broome St,40.72361,-74.00329,4.5
223 Front St,40.7072721,-74.00231604,4.5
10 Kenmare St,40.72041549,-73.99447896,3.5
225 Liberty St,40.7128272,-74.0156737,3.5
44 Park Pl,40.71328,-74.00958,4
11 Stanton St,40.72254,-73.99239,5
40 E 4th St,40.727225,-73.9919726,3
80 W 3rd St,40.72963,-73.99892,3.5
89 Baxter St,40.71677,-73.9995,3.5
85 Orchard St,40.7179985,-73.9904345,4
372 Lafayette St,40.7271874,-73.9938924,4
69 Leonard St,40.71772,-74.00538,4.5
11 Broadway,40.7052529,-74.0140703,4.5
150 Mott St,40.71931327,-73.99626304,3.5
230 Grand St,40.71865,-73.99499,4
40 Wall St,40.707015,-74.009735,3.5
643 Broadway,40.72672189,-73.99601787,4
