Curtis Lane,residential,39.6911940,-75.7489563
Paper Mill Road,primary,39.6912050,-75.7495130
Little Egypt Road,tertiary,39.6973960,-75.8006430
n/a,residential,39.6668903,-75.7529267
n/a,residential,39.6670955,-75.7532641
Little Egypt Road,tertiary,39.6975780,-75.8005980
Belle Hill Road,residential,39.6353510,-75.8106830
Belle Hill Road,residential,39.6357030,-75.8096040
Belle Hill Road,residential,39.6361620,-75.8072300
Belle Hill Road,residential,39.6361090,-75.8071240
n/a,path,39.6990110,-75.7407020
n/a,path,39.6993610,-75.7437210
n/a,path,39.7001379,-75.7443157
Dixon Lane,residential,39.6400940,-75.8113730
Dixon Lane,residential,39.6410850,-75.8110390
Old Baltimore Pike,secondary,39.6340180,-75.7473360
Pickett Lane,residential,39.6791241,-75.7759350
Rahway Drive,residential,39.6786540,-75.7801220
King William Street,residential,39.6768726,-75.7831290
n/a,residential,39.7067138,-75.7930585
Radcliffe Drive,residential,39.6844734,-75.7708690
Dallam Road,residential,39.6842185,-75.7725433
Amherst Drive,residential,39.6834972,-75.7735420
Vassar Drive,residential,39.6829688,-75.7748019
Kentmere Avenue,residential,39.6177790,-75.8280280
Waters Edge Drive,residential,39.6292060,-75.7455950
Waters Edge Drive,residential,39.6289100,-75.7456234
Waters Edge Drive,residential,39.6284811,-75.7456726
Waters Edge Drive,residential,39.6294687,-75.7458786
South Main Street,primary,39.6758730,-75.7642536
Waters Edge Drive,residential,39.6292234,-75.7444731
North College Avenue,residential,39.6829966,-75.7540712
West Main Street,primary,39.6831040,-75.7565767
West Main Street,primary,39.6840709,-75.7590810
McCormick Boulevard,residential,39.6152606,-75.7698570
Deerfield Road,residential,39.6312020,-75.8054910
Muddy Lane,residential,39.6316060,-75.8019600
Meadow Creek Lane,residential,39.6314770,-75.8031790
Prairie Drive,residential,39.6313590,-75.8042680
n/a,path,39.7049660,-75.7411215
New London Road,primary,39.6845301,-75.7575391
Rising Road,residential,39.6973289,-75.7868189
Cambridge Drive,residential,39.6956170,-75.7697515
Country Club Drive North,residential,39.6964926,-75.7731880
North Chapel Street,primary,39.6857882,-75.7460539
North Chapel Street,primary,39.6860930,-75.7461369
Old Baltimore Pike,secondary,39.6243123,-75.7782352
Stoddard Drive,residential,39.6270580,-75.7670940
Stoddard Drive,residential,39.6248390,-75.7668160
East Park Circle,residential,39.6170261,-75.8343390
Elkton Boulevard,residential,39.6177986,-75.8314369
Corporate Boulevard,residential,39.6163300,-75.7492560
Corporate Boulevard,residential,39.6166630,-75.7530020
