32.2276457,-110.9542712
32.2273660,-110.9561219
32.2322402,-110.9568807
32.2318553,-110.9568961
32.2315359,-110.9571897
32.2281684,-110.9511899
32.2294327,-110.9658073
32.2223552,-110.9668524
32.2188910,-110.9561123
32.2230502,-110.9696579
32.2312920,-110.9589947
32.2314663,-110.9569777
32.2313908,-110.9568741
32.2275624,-110.9435931
32.2276747,-110.9441432
32.2276747,-110.9446152
32.2275585,-110.9473961
32.2322489,-110.9524344
32.2322489,-110.9519108
32.2365401,-110.9434434
32.2315398,-110.9573026
32.2315309,-110.9577918
32.2313796,-110.9578145
32.2318802,-110.9586197
32.2315398,-110.9569164
32.2279023,-110.9651390
32.2278805,-110.9658342
32.2286035,-110.9654398
32.2292767,-110.9659073
32.2294270,-110.9654308
32.2291801,-110.9654308
32.2273505,-110.9653106
32.2261815,-110.9653879
32.2244171,-110.9663835
32.2209971,-110.9512258
32.2241339,-110.9717651
32.2220042,-110.9714066
32.2219388,-110.9717929
32.2219388,-110.9718530
32.2219052,-110.9721904
32.2230423,-110.9664557
32.2257186,-110.9745755
32.2276890,-110.9347325
32.2315386,-110.9568736
32.2318616,-110.9575778
32.2321385,-110.9572394
32.2320441,-110.9572823
32.2325015,-110.9568961
32.2285117,-110.9657997
32.2215643,-110.8057701
32.2834772,-110.9443796
32.3064842,-110.8920674
32.2878131,-110.9449459
32.2877769,-110.9446855
32.2854912,-110.9430154
32.2860672,-110.9427400
32.2869796,-110.9656967
32.2218917,-110.8979878
32.2291977,-110.9899361
32.2303715,-110.9837458
32.2350619,-111.0045210
32.2322411,-110.9527149
32.2327594,-110.9514412
32.2324755,-110.9514535
32.2327697,-110.9517324
32.2327687,-110.9515775
32.2324898,-110.9517593
32.2324840,-110.9515715
32.2322820,-110.9519720
32.3067496,-111.0107531
32.3064232,-111.0115363
32.3058314,-111.0097701
32.3057272,-111.0093289
32.2972467,-110.9733981
32.2870526,-110.9656724
32.2364304,-110.8691629
32.1038209,-110.7734445
32.2990639,-110.9958602
32.2265220,-110.9687850
32.2358205,-110.9237552
32.2606531,-110.9433630
32.2608380,-110.9433630
32.2578757,-110.9434274
32.2578750,-110.9432356
32.2659153,-110.9434636
32.2315054,-110.9585976
32.2368200,-110.8589819
32.2354755,-110.8835885
32.2739327,-110.8730702
32.2635344,-110.9431738
32.2637998,-110.9431684
32.2637386,-110.9431683
32.0808628,-110.7692467
32.2357423,-110.9202273
32.2887008,-110.9757675
32.2266589,-110.9687950
32.2522165,-110.8931653
32.2517504,-110.8931653
32.2517266,-110.8914205
32.2518196,-110.8914353
32.2513500,-110.8891674
32.2510200,-110.8903530
32.3058314,-111.0096073
32.2210128,-110.9575440
32.1183561,-110.7986869
32.1038420,-110.7745658
32.1043577,-110.7745846
32.1016185,-110.7735665
32.1142567,-110.7718409
32.1173401,-110.7720087
32.1184506,-110.7976562
32.1059874,-110.8018450
32.1025056,-110.8005857
32.1147056,-110.7718461
32.1336437,-110.9224422
32.1774740,-111.0018499
32.2122293,-110.9689793
32.2053956,-110.7891700
32.2209934,-110.9664075
32.3053740,-110.8439261
32.2048605,-110.8434382
32.2360636,-111.0030301
32.2366127,-111.0036122
32.2161298,-111.0487928
32.2159490,-111.0499290
32.3069851,-111.0114521
32.2219939,-110.9657319
32.2219871,-110.9661772
32.2246562,-110.9664009
32.2947349,-111.0198822
32.2946453,-111.0129870
32.2293682,-110.9658792
32.2376639,-110.9731451
32.2213835,-110.9679626
32.2288758,-110.9833686
32.1335435,-110.8858221
32.1342700,-110.9998428
32.1343495,-110.9993801
32.1343438,-110.9975924
32.1342870,-111.0009639
32.1333967,-111.0018813
32.1333512,-111.0008728
32.2508744,-110.9589735
32.2508702,-110.9587874
32.2515207,-111.0151690
32.2364179,-110.9272168
32.2211211,-110.9445458
32.2242803,-110.9649196
32.2212122,-110.8767782
32.2752227,-110.8731736
32.1160059,-110.8588580
32.2782171,-110.9772081
32.2502331,-110.9279738
32.2512719,-110.8375897
32.2568523,-110.9441518
32.2565393,-110.9441733
32.2607466,-110.9433693
32.2551537,-110.9441585
32.2831968,-110.9606142
32.2504452,-110.9434111
32.3153246,-110.9760840
32.2978051,-110.9776826
32.2986599,-110.9791203
32.2980169,-110.9791819
32.2898001,-110.9787956
32.2673181,-110.9776796
32.2365142,-110.9344867
32.2584110,-110.9271488
32.2203271,-110.9809592
32.1852404,-110.9679063
32.1993884,-110.9679626
32.1863073,-110.9691428
32.1853630,-110.9686170
32.1968849,-110.9680886
32.2420999,-110.8576849
32.2367103,-110.8589951
32.2365562,-110.8613279
32.2365105,-110.8595144
32.2423595,-110.8574119
32.2425676,-110.8573534
32.2427504,-110.8565841
32.2451219,-110.8538429
32.2452069,-110.8535053
32.2466571,-110.8515914
32.2502531,-110.8515367
32.2957658,-110.9717064
32.2862662,-110.9606391
32.2397826,-110.9715516
32.2397631,-110.9752881
32.2607804,-110.9805474
32.2609250,-110.9959548
32.2563252,-110.9776340
32.2345455,-110.9720818
32.2310312,-110.9715299
32.2498939,-110.9770146
32.2490341,-110.9785501
32.2600909,-110.9777676
32.2519036,-110.9776318
32.2219031,-110.9677141
32.2222003,-110.9675424
32.2219462,-110.9672796
32.2219019,-110.9675384
32.2856055,-110.9425119
32.2835866,-110.9444161
32.2220506,-110.9434196
32.2217103,-110.9413161
32.2218259,-110.9444066
32.1756168,-110.9378421
32.2353223,-110.9569301
32.2349911,-110.9569246
32.2255736,-110.9744854
32.2230131,-110.9666824
32.2242124,-110.9742582
32.2512249,-110.9629884
32.2508756,-110.9629806
32.2904658,-110.9777753
32.1257020,-110.8742407
32.1257645,-110.8741732
32.1273395,-110.8761426
32.2212764,-110.8734328
32.2218517,-110.8744554
32.2202846,-110.8434048
32.2202348,-110.8431392
32.2364616,-110.9343230
32.2214613,-110.8437748
32.2214034,-110.8435616
32.2319021,-110.9653476
32.2347824,-110.8415415
32.2351181,-110.8416059
32.2339533,-110.8395785
32.2641895,-110.9458190
32.2640552,-110.9444497
32.2641590,-110.9444460
32.2641615,-110.9447516
32.2641602,-110.9448751
32.2627464,-110.9446458
32.2624231,-110.9441413
32.2643344,-110.9458179
32.2623886,-110.9442480
