40.7982075,-73.9604245,40.7984850,-73.9610904
40.7855935,-73.9820114,40.7826312,-73.9749879
40.8593027,-73.9313326,40.8591806,-73.9311471
40.7885135,-73.9810702,40.7851655,-73.9731396
40.7265446,-73.9753144,40.7253260,-73.9762120
40.8126067,-73.9568144,40.8141920,-73.9606870
40.7328593,-73.9959038,40.7341472,-73.9990143
40.7033242,-74.0077787,40.7042110,-74.0087890
40.7704780,-73.9838503,40.7697921,-73.9822548
40.7712531,-73.9859388,40.7716655,-73.9866974
40.7872303,-73.9679486,40.7917606,-73.9786893
40.7593876,-73.9969538,40.7588487,-73.9975727
40.7797706,-73.9443355,40.7828662,-73.9437553
40.7916741,-73.9647071,40.7917186,-73.9628103
40.8144635,-73.9353786,40.8147964,-73.9361974
40.7698521,-73.9444618,40.7693493,-73.9438317
40.7857228,-73.9847587,40.7857794,-73.9842275
40.8171890,-73.9344630,40.8168892,-73.9343410
40.7602377,-73.9514971,40.7605289,-73.9513774
40.7703749,-73.9437437,40.7703747,-73.9432687
40.7917720,-73.9372420,40.7923738,-73.9368033
40.7624373,-73.9479808,40.7629702,-73.9490982
40.8068327,-73.9342151,40.8057523,-73.9347088
40.7557805,-73.9542606,40.7566360,-73.9558140
40.7109360,-74.0050480,40.7101850,-74.0042501
40.7152208,-73.9842477,40.7166958,-73.9833850
40.8716544,-73.9112343,40.8722414,-73.9126036
40.8214870,-73.9485410,40.8129400,-73.9517700
40.7135643,-73.9808565,40.7142522,-73.9808919
40.7639334,-73.9741110,40.7636590,-73.9734650
40.8566083,-73.9297266,40.8555980,-73.9273190
40.8578410,-73.9320430,40.8581130,-73.9329830
40.7453010,-73.9868460,40.7505216,-73.9992540
40.8621121,-73.9300037,40.8622188,-73.9296889
40.8259560,-73.9433570,40.8272063,-73.9424535
40.7820374,-73.9717336,40.7815938,-73.9713850
40.8756706,-73.9128004,40.8746713,-73.9110993
40.7593048,-73.9592537,40.7599130,-73.9588090
40.7843570,-73.9833075,40.7812676,-73.9759823
40.8503746,-73.9406030,40.8474237,-73.9313827
40.8482034,-73.9413208,40.8490112,-73.9410581
40.7208634,-74.0006449,40.7167984,-74.0040877
40.8417297,-73.9394169,40.8411266,-73.9398609
40.7795072,-73.9555814,40.7808689,-73.9588106
40.7353130,-73.9941180,40.7387436,-74.0024001
40.7390674,-74.0030522,40.7391128,-74.0031635
40.8429382,-73.9346816,40.8462310,-73.9426100
40.8193827,-73.9593299,40.8182375,-73.9566189
40.8038762,-73.9461314,40.8032280,-73.9445970
40.7711470,-73.9679940,40.7655540,-73.9547034
40.7311376,-74.0029381,40.7317982,-74.0011515
40.8703989,-73.9121747,40.8711588,-73.9139795
40.8081740,-73.9563440,40.8067377,-73.9529247
40.7196806,-73.9921746,40.7194205,-73.9913214
40.7164540,-73.9805736,40.7171370,-73.9828100
40.8117250,-73.9548350,40.8109920,-73.9542880
40.7157600,-74.0049760,40.7175980,-74.0090000
40.7434510,-73.9881940,40.7427711,-73.9865977
40.8693238,-73.9167458,40.8688890,-73.9156810
40.7611623,-73.9579282,40.7631130,-73.9625150
40.7730310,-73.9782810,40.7754205,-73.9839608
40.8471500,-73.9407870,40.8473870,-73.9406910
40.7203456,-73.9941173,40.7215815,-73.9977854
40.7678305,-73.9499662,40.7688236,-73.9523229
40.7255633,-74.0045513,40.7249131,-74.0046459
40.7179523,-74.0055874,40.7198568,-74.0051934
40.7278344,-74.0030836,40.7283942,-74.0030858
40.7890027,-73.9465505,40.7880638,-73.9443183
40.7174024,-74.0100927,40.7152360,-74.0054200
40.7482137,-74.0074126,40.7488769,-74.0069320
40.7365640,-74.0010950,40.7336094,-74.0028114
40.7334370,-73.9954890,40.7287826,-73.9844396
40.8506450,-73.9373650,40.8519020,-73.9368930
40.7694796,-73.9499251,40.7700832,-73.9494518
40.7716213,-73.9904588,40.7717950,-73.9903315
40.7407313,-74.0089600,40.7396310,-74.0063340
40.7264167,-73.9918576,40.7278266,-73.9947496
40.8646634,-73.9289023,40.8609560,-73.9265020
40.8000660,-73.9510418,40.8030961,-73.9582388
40.8694590,-73.9223430,40.8691500,-73.9221450
40.7318924,-74.0037892,40.7316248,-74.0060166
40.7320287,-73.9820610,40.7320791,-73.9821801
40.7291431,-73.9751875,40.7279606,-73.9719792
40.7358871,-73.9912296,40.7366910,-73.9931200
40.7387590,-74.0081030,40.7387641,-74.0055102
40.7673940,-73.9707280,40.7617963,-73.9574532
40.8669246,-73.9309357,40.8678058,-73.9300052
40.7699010,-73.9689040,40.7692257,-73.9673032
40.8778412,-73.9100278,40.8756706,-73.9128004
40.7119737,-73.9977759,40.7132906,-73.9982694
40.7113337,-73.9836169,40.7132131,-73.9838893
40.7221825,-73.9908948,40.7219247,-73.9900405
40.7228551,-73.9931797,40.7228172,-73.9930477
40.7190700,-73.9933600,40.7194567,-73.9943905
40.7194567,-73.9943905,40.7208360,-73.9976550
40.7340688,-73.9996618,40.7336634,-73.9995234
40.8381008,-73.9362325,40.8394631,-73.9372062
40.7256586,-73.9937515,40.7135233,-73.9986438
40.7970975,-73.9497371,40.7965966,-73.9494264
40.7528140,-73.9813720,40.7500879,-73.9748993
40.7768990,-73.9754610,40.7781168,-73.9783209
40.7579120,-73.9776550,40.7592744,-73.9808828
40.8204537,-73.9362503,40.8211205,-73.9357508
40.7554050,-73.9794830,40.7567712,-73.9827118
40.8595730,-73.9191100,40.8598980,-73.9198460
40.7987250,-73.9595485,40.8022513,-73.9679079
40.8655306,-73.9272714,40.8615472,-73.9247330
40.7629670,-73.9739680,40.7622894,-73.9723599
40.8730220,-73.9184590,40.8720821,-73.9196925
40.8041900,-73.9527230,40.8033422,-73.9528035
40.7082119,-74.0020192,40.7072869,-74.0013172
40.7074429,-74.0010232,40.7082735,-74.0018952
40.7971490,-73.9736510,40.7953595,-73.9694218
40.7322150,-73.9986120,40.7336966,-74.0016383
40.7307232,-73.9955715,40.7295800,-73.9932620
40.7079050,-74.0060210,40.7084063,-74.0047736
40.8334857,-73.9454810,40.8322331,-73.9424802
40.8562300,-73.9268630,40.8568009,-73.9282660
40.8579780,-73.9309040,40.8582710,-73.9318180
40.7318560,-73.9966390,40.7312090,-73.9951190
40.7860742,-73.9396651,40.7857186,-73.9400040
40.7136728,-73.9979810,40.7137811,-73.9980743
40.7146370,-73.9832326,40.7146922,-73.9824260
40.7858192,-73.9786487,40.7838960,-73.9740655
40.7266087,-73.9990701,40.7208687,-74.0039184
40.8184403,-73.9413146,40.8172567,-73.9384793
40.8241260,-73.9548300,40.8220613,-73.9499097
40.7333795,-74.0025764,40.7329627,-74.0017902
