name,latitude,longitude,type,node_id
W 122nd St & Adam Clayton Powell Jr Blvd,40.8070199,-73.9496581,intersection,452
W 122nd St & Frederick Douglass Blvd,40.8082553,-73.9525667,intersection,453
W 122nd St & St Nicholas Ave,40.8084209,-73.9529653,intersection,454
W 122nd St & Manhattan Ave,40.808865,-73.954048,intersection,455
W 122nd St & Morningside Ave,40.8094491,-73.9554212,intersection,456
W 122nd St & Morningside Dr,40.8106307,-73.958276,intersection,457
W 122nd St & Amsterdam Ave,40.8106307,-73.958276,intersection,457
W 122nd St & Broadway,40.8118885,-73.9612369,intersection,458
W 122nd St & Riverside Dr,40.8126328,-73.9630173,intersection,459
E 123rd St & 2nd Ave,40.8013743,-73.9343418,intersection,460
E 123rd St & 3rd Ave,40.8023937,-73.936767,intersection,461
E 123rd St & Lexington Ave,40.8030768,-73.9383839,intersection,462
E 123rd St & Park Ave,40.8038247,-73.9401292,intersection,463
E 123rd St & Madison Ave,40.8044447,-73.9416173,intersection,464
W 123rd St & Mt Morris Park W,40.8057848,-73.9448162,intersection,465
W 123rd St & Malcolm X Blvd,40.8065093,-73.94651,intersection,466
W 123rd St & Adam Clayton Powell Jr Blvd,40.8077161,-73.9493653,intersection,467
W 123rd St & Frederick Douglass Blvd,40.8088725,-73.9521231,intersection,468
W 123rd St & St Nicholas Ave,40.8092517,-73.95301,intersection,469
W 123rd St & Manhattan Ave,40.8094893,-73.9535759,intersection,470
W 123rd St & Morningside Ave,40.8100823,-73.9549741,intersection,471
W 123rd St & Amsterdam Ave,40.8112618,-73.9578144,intersection,472
W 123rd St & Broadway,40.812399,-73.9605048,intersection,473
124th St & Morningside Ave,40.8107002,-73.954512,intersection,474
124th St & Manhattan Ave,40.8100861,-73.9530422,intersection,475
124th St & St Nicholas Ave,40.8100861,-73.9530422,intersection,475
124th St & Frederick Douglass Blvd,40.80949,-73.951664,intersection,476
124th St & Adam Clayton Powell Jr Blvd,40.8082644,-73.9487541,intersection,477
124th St & Malcolm X Blvd,40.8070656,-73.9458978,intersection,478
124th St & Mt Morris Park W,40.8064116,-73.9443786,intersection,479
124th St & 5th Ave,40.8057364,-73.9427579,intersection,480
124th St & Madison Ave,40.8050699,-73.9411584,intersection,481
124th St & Park Ave,40.8044542,-73.9396747,intersection,482
124th St & Lexington Ave,40.8037062,-73.9379199,intersection,483
124th St & 3rd Ave,40.8030321,-73.936328,intersection,484
124th St & 2nd Ave,40.8018911,-73.9339703,intersection,485
124th St & 1st Ave,40.8009838,-73.9317793,intersection,486
125th St & 1st Ave,40.80175,-73.93118,intersection,487
125th St & 2nd Ave,40.8027602,-73.9335801,intersection,488
125th St & 3rd Ave,40.8037082,-73.9358345,intersection,489
125th St & Lexington Ave,40.8043833,-73.9374304,intersection,490
125th St & Park Ave,40.8051304,-73.9391832,intersection,491
125th St & Madison Ave,40.8057388,-73.9406512,intersection,492
125th St & 5th Ave,40.8064194,-73.9422689,intersection,493
125th St & Malcolm X Blvd,40.8077586,-73.945422,intersection,494
125th St & Adam Clayton Powell Jr Blvd,40.8089388,-73.9482501,intersection,495
125th St & Frederick Douglass Blvd,40.810172,-73.9511747,intersection,496
125th St & St Nicholas Ave,40.8107804,-73.9525943,intersection,497
125th St & Morningside Ave,40.8113813,-73.9540118,intersection,498
125th St & Amsterdam Ave,40.8133758,-73.9562662,intersection,499
125th St & Broadway,40.815829,-73.9583986,intersection,500
125th St & 129th St,40.8169418,-73.9594247,intersection,501
125th St & 12th Ave,40.8179876,-73.9604057,intersection,502
125th St & Marginal St,40.8186987,-73.9611186,intersection,503
126th St & Broadway,40.816301,-73.9577065,intersection,504
126th St & Amsterdam Ave,40.8141385,-73.955712,intersection,505
126th St & Morningside Ave,40.8120594,-73.9535438,intersection,506
126th St & St Nicholas Ave,40.8114442,-73.9520913,intersection,507
126th St & Frederick Douglass Blvd,40.810843,-73.95068,intersection,508
126th St & Adam Clayton Powell Jr Blvd,40.8096094,-73.9477613,intersection,509
126th St & Malcolm X Blvd,40.8084235,-73.9449442,intersection,510
126th St & Madison Ave,40.8064128,-73.9401492,intersection,511
126th St & Park Ave,40.8056716,-73.938393,intersection,512
126th St & Lexington Ave,40.8050584,-73.9369382,intersection,513
126th St & 5th Ave,40.8070858,-73.9417752,intersection,514
126th St & 3rd Ave,40.8043683,-73.9353288,intersection,515
126th St & 2nd Ave,40.8034343,-73.9331331,intersection,516
126th St & 1st Ave,40.8025164,-73.9308804,intersection,517
127th St & 126th St,40.8134064,-73.9550809,intersection,518
127th St & Convent Ave,40.8126975,-73.953164,intersection,519
127th St & Morningside Ave,40.8126975,-73.953164,intersection,519
127th St & St Nicholas Ter,40.8123052,-73.9522314,intersection,520
127th St & St Nicholas Ave,40.8120187,-73.9515039,intersection,521
127th St & Frederick Douglass Blvd,40.8114547,-73.9502279,intersection,522
127th St & Adam Clayton Powell Jr Blvd,40.8102386,-73.9472625,intersection,523
127th St & Malcolm X Blvd,40.8090372,-73.9444606,intersection,524
127th St & 5th Ave,40.807706,-73.9413182,intersection,525
127th St & Madison Ave,40.8070425,-73.9396854,intersection,526
127th St & Park Ave,40.8063244,-73.9379201,intersection,527
127th St & Lexington Ave,40.8056778,-73.9364824,intersection,528
127th St & 3rd Ave,40.8049951,-73.9348748,intersection,529
127th St & 2nd Ave,40.8039453,-73.9323392,intersection,530
127th St & 1st Ave,40.8025164,-73.9308804,intersection,517
128th St & Amsterdam Ave,40.8145029,-73.9554427,intersection,531
128th St & Convent Ave,40.8135098,-73.9531106,intersection,532
128th St & St Nicholas Ter,40.81294,-73.95177,intersection,533
128th St & St Nicholas Ave,40.8125483,-73.9509751,intersection,534
128th St & Frederick Douglass Blvd,40.812103,-73.949757,intersection,535
128th St & Adam Clayton Powell Jr Blvd,40.8108658,-73.9468097,intersection,536
128th St & Malcolm X Blvd,40.8096716,-73.9440038,intersection,537
128th St & 5th Ave,40.8083433,-73.9408718,intersection,538
128th St & Madison Ave,40.8076583,-73.9392423,intersection,539
128th St & Park Ave,40.8069169,-73.9374971,intersection,540
128th St & Lexington Ave,40.8063049,-73.9360262,intersection,541
128th St & 3rd Ave,40.8056563,-73.9343874,intersection,542
128th St & 2nd Ave,40.8045833,-73.932294,intersection,543
129th St & Lexington Ave,40.8069262,-73.9355649,intersection,544
129th St & Park Ave,40.8075497,-73.9370414,intersection,545
129th St & Madison Ave,40.808274,-73.9387913,intersection,546
129th St & Malcolm X Blvd,40.8103581,-73.9436824,intersection,547
129th St & Adam Clayton Powell Jr Blvd,40.8114858,-73.9463647,intersection,548
129th St & Frederick Douglass Blvd,40.8127079,-73.94931,intersection,549
129th St & St Nicholas Ave,40.8131698,-73.9503452,intersection,550
129th St & St Nicholas Ter,40.813549,-73.951322,intersection,551
129th St & Convent Ave,40.8143114,-73.9530948,intersection,552
129th St & Amsterdam Ave,40.8151225,-73.9549904,intersection,553
129th St & Broadway,40.816301,-73.9577065,intersection,504
12th Ave & 24th St,40.7502317,-74.0084893,intersection,554
12th Ave & 26th St,40.7518903,-74.0079981,intersection,555
12th Ave & 27th St,40.7523991,-74.0075807,intersection,556
12th Ave & 28th St,40.7531026,-74.0073083,intersection,557
12th Ave & 29th St,40.7537916,-74.0070484,intersection,558
12th Ave & 30th St,40.7544624,-74.0066157,intersection,559
12th Ave & 33rd St,40.7563006,-74.0052879,intersection,560
12th Ave & 34th St,40.7569736,-74.0048004,intersection,561
12th Ave & 40th St,40.7607296,-74.002058,intersection,562
12th Ave & 41st St,40.7613312,-74.0016375,intersection,563
12th Ave & 42nd St,40.7619645,-74.0010678,intersection,564
12th Ave & 43rd St,40.7626422,-74.0005189,intersection,565
12th Ave & 44th St,40.7631745,-73.9997631,intersection,566
12th Ave & 45th St,40.7636321,-73.9989763,intersection,567
12th Ave & 46th St,40.7643218,-73.9987122,intersection,568
12th Ave & 47th St,40.7648602,-73.9980458,intersection,569
12th Ave & 48th St,40.7655866,-73.9977934,intersection,570
12th Ave & 49th St,40.7661999,-73.9973376,intersection,571
12th Ave & 50th St,40.7667431,-73.9966765,intersection,572
12th Ave & 51st St,40.7673675,-73.9962157,intersection,573
12th Ave & 52nd St,40.7680862,-73.9959619,intersection,574
12th Ave & 54th St,40.7694431,-73.9950048,intersection,575
12th Ave & 55th St,40.7698635,-73.9943402,intersection,576
12th Ave & 56th St,40.7706365,-73.9942302,intersection,577
12th Ave & 57th St,40.7715333,-73.9942127,intersection,578
12th Ave & 58th St,40.7721579,-73.9936575,intersection,579
12th Ave & 59th St,40.7727825,-73.9932029,intersection,580
12th Ave & 130th St,40.8181728,-73.9602795,intersection,581
12th Ave & 132nd St,40.8193827,-73.9593502,intersection,582
12th Ave & 133rd St,40.8199959,-73.9588871,intersection,583
12th Ave & 138th St,40.8230757,-73.9564143,intersection,584
12th St & Ave D,40.7261221,-73.9742715,intersection,585
12th St & Ave C,40.7271073,-73.9766362,intersection,586
12th St & Ave B,40.7281081,-73.979007,intersection,587
12th St & Ave A,40.7291001,-73.9813149,intersection,588
12th St & 1st Ave,40.7300043,-73.9835255,intersection,589
12th St & 2nd Ave,40.7310297,-73.9859172,intersection,590
12th St & 3rd Ave,40.7319753,-73.9881577,intersection,591
12th St & 4th Ave,40.7327696,-73.9900294,intersection,592
12th St & Broadway,40.7332244,-73.9911138,intersection,593
12th St & University Pl,40.7339225,-73.9927931,intersection,594
12th St & 5th Ave,40.7346736,-73.9945869,intersection,595
12th St & 6th Ave,40.7360172,-73.997813,intersection,596
12th St & 7th Ave,40.7372245,-74.0006804,intersection,597
12th St & Greenwich Ave,40.7376802,-74.0017589,intersection,598
12th St & West 4th St,40.7375376,-74.0038985,intersection,599
12th St & 8th Ave,40.7375462,-74.0048128,intersection,600
12th St & Hudson St,40.7375415,-74.0056963,intersection,601
12th St & Greenwich St,40.7375479,-74.0064771,intersection,602
12th St & Washington St,40.737548,-74.0082167,intersection,603
12th St & West St,40.7375736,-74.0098149,intersection,604
130th St & Lexington Ave,40.8075525,-73.9351089,intersection,605
130th St & Park Ave,40.8082818,-73.9368482,intersection,606
130th St & Madison Ave,40.8089013,-73.9383355,intersection,607
130th St & 5th Ave,40.809582,-73.939949,intersection,608
130th St & Malcolm X Blvd,40.8109145,-73.9430973,intersection,609
130th St & Adam Clayton Powell Jr Blvd,40.8121051,-73.9459184,intersection,610
130th St & St Nicholas Ter,40.814187,-73.95086,intersection,611
130th St & Convent Ave,40.81507,-73.952974,intersection,612
130th St & Amsterdam Ave,40.815737,-73.954547,intersection,613
130th St & Broadway,40.816883,-73.9572781,intersection,614
130th St & 12th Ave,40.8181728,-73.9602795,intersection,581
131st St & Lexington Ave,40.8081686,-73.9346986,intersection,615
131st St & Park Ave,40.8088132,-73.9361376,intersection,616
131st St & Madison Ave,40.8095244,-73.9378787,intersection,617
131st St & 5th Ave,40.8102071,-73.9394987,intersection,618
131st St & Malcolm X Blvd,40.8115341,-73.9426533,intersection,619
131st St & Adam Clayton Powell Jr Blvd,40.812717,-73.9454803,intersection,620
131st St & Frederick Douglass Blvd,40.8139431,-73.948414,intersection,621
131st St & Convent Ave,40.815846,-73.952868,intersection,622
131st St & Amsterdam Ave,40.816361,-73.954089,intersection,623
132nd St & Marginal St,40.8196832,-73.9602094,intersection,624
132nd St & 12th Ave,40.8193827,-73.9593502,intersection,582
132nd St & Broadway,40.8182464,-73.956606,intersection,625
132nd St & Frederick Douglass Blvd,40.8145831,-73.9479443,intersection,626
132nd St & Adam Clayton Powell Jr Blvd,40.8133626,-73.9450166,intersection,627
132nd St & Malcolm X Blvd,40.8122298,-73.942312,intersection,628
132nd St & 5th Ave,40.8108636,-73.9390236,intersection,629
132nd St & Madison Ave,40.8101741,-73.9374076,intersection,630
132nd St & Park Ave,40.8095481,-73.9359391,intersection,631
133rd St & Malcolm X Blvd,40.8127846,-73.9417286,intersection,632
133rd St & Adam Clayton Powell Jr Blvd,40.8139909,-73.94456,intersection,633
133rd St & Frederick Douglass Blvd,40.8152162,-73.9474768,intersection,634
133rd St & St Nicholas Ave,40.8157083,-73.9486715,intersection,635
133rd St & Convent Ave,40.8172297,-73.9522841,intersection,636
133rd St & Amsterdam Ave,40.8176064,-73.9531935,intersection,637
133rd St & Broadway,40.8187681,-73.9559062,intersection,638
133rd St & Marginal St,40.8202775,-73.9596979,intersection,639
134th St & Malcolm X Blvd,40.8134006,-73.9412761,intersection,640
134th St & Adam Clayton Powell Jr Blvd,40.8146042,-73.9441181,intersection,641
134th St & Frederick Douglass Blvd,40.815835,-73.9470384,intersection,642
134th St & St Nicholas Ave,40.8163934,-73.9483483,intersection,643
134th St & Amsterdam Ave,40.8182429,-73.9527374,intersection,644
134th St & Broadway,40.819377,-73.955451,intersection,645
135th St & Riverside Dr,40.8211321,-73.9575028,intersection,646
135th St & Broadway,40.8201651,-73.9551928,intersection,647
135th St & Amsterdam Ave,40.8189432,-73.9522229,intersection,648
135th St & Convent Ave,40.8184009,-73.9508602,intersection,649
135th St & St Nicholas Ter,40.817922,-73.949734,intersection,650
135th St & St Nicholas Ave,40.8170845,-73.9479165,intersection,651
135th St & Edgecombe Ave,40.8170845,-73.9479165,intersection,651
135th St & Frederick Douglass Blvd,40.8165192,-73.9465432,intersection,652
135th St & Adam Clayton Powell Jr Blvd,40.8153561,-73.9437832,intersection,653
135th St & Malcolm X Blvd,40.8141383,-73.9409241,intersection,654
135th St & 5th Ave,40.8127628,-73.9376463,intersection,655
135th St & Madison Ave,40.8120949,-73.9360927,intersection,656
135th St & Park Ave,40.81166,-73.93489,intersection,657
136th St & Malcolm X Blvd,40.8147567,-73.9402972,intersection,658
136th St & Adam Clayton Powell Jr Blvd,40.8160137,-73.9433138,intersection,659
136th St & Frederick Douglass Blvd,40.8171799,-73.946054,intersection,660
136th St & Edgecombe Ave,40.8177646,-73.947435,intersection,661
136th St & St Nicholas Ave,40.8178589,-73.947667,intersection,662
136th St & Amsterdam Ave,40.8195852,-73.9517529,intersection,663
136th St & Broadway,40.8208182,-73.9547025,intersection,664
136th St & Riverside Dr,40.8217444,-73.9568487,intersection,665
137th St & 5th Ave,40.8140579,-73.9366955,intersection,666
137th St & Malcolm X Blvd,40.8154428,-73.9399722,intersection,667
137th St & Adam Clayton Powell Jr Blvd,40.8165791,-73.9426518,intersection,668
137th St & Frederick Douglass Blvd,40.8178024,-73.9456073,intersection,669
137th St & Edgecombe Ave,40.8183877,-73.9469777,intersection,670
137th St & St Nicholas Ave,40.8185247,-73.9473613,intersection,671
137th St & Broadway,40.821355,-73.9540395,intersection,672
137th St & Riverside Dr,40.8222941,-73.9561943,intersection,673
138th St & Broadway,40.8219887,-73.9535775,intersection,674
138th St & Hamilton Pl,40.8216967,-73.9529169,intersection,675
138th St & Amsterdam Ave,40.8208252,-73.9508298,intersection,676
138th St & Convent Ave,40.8203292,-73.9493953,intersection,677
138th St & St Nicholas Ter,40.8198,-73.94706,intersection,678
138th St & St Nicholas Ave,40.819219,-73.9470394,intersection,679
138th St & Edgecombe Ave,40.8190139,-73.9465271,intersection,680
138th St & Frederick Douglass Blvd,40.8184301,-73.9451467,intersection,681
138th St & Adam Clayton Powell Jr Blvd,40.8171964,-73.9422078,intersection,682
138th St & Malcolm X Blvd,40.816055,-73.9395329,intersection,683
138th St & 5th Ave,40.8147968,-73.9361469,intersection,684
138th St & Madison Ave,40.8140538,-73.9348394,intersection,685
139th St & 5th Ave,40.8153398,-73.935758,intersection,686
139th St & Malcolm X Blvd,40.8166775,-73.9390772,intersection,687
139th St & Adam Clayton Powell Jr Blvd,40.8178108,-73.9417547,intersection,688
139th St & Frederick Douglass Blvd,40.8190406,-73.9447028,intersection,689
139th St & Edgecombe Ave,40.8196371,-73.9460725,intersection,690
139th St & St Nicholas Ave,40.819906,-73.9467216,intersection,691
139th St & Convent Ave,40.8208767,-73.9490064,intersection,692
139th St & Amsterdam Ave,40.8214475,-73.9503832,intersection,693
139th St & Riverside Dr,40.8235564,-73.9553503,intersection,694
139th St & Hamilton Pl,40.8221704,-73.9521101,intersection,695
13th St & Ave D,40.7267372,-73.973801,intersection,696
13th St & Ave C,40.7277598,-73.9761816,intersection,697
13th St & Ave B,40.7287453,-73.9785306,intersection,698
13th St & Ave A,40.7297255,-73.9808481,intersection,699
13th St & 1st Ave,40.7306517,-73.9830602,intersection,700
13th St & 2nd Ave,40.7316589,-73.9854323,intersection,701
13th St & 3rd Ave,40.7326097,-73.9876848,intersection,702
13th St & 4th Ave,40.7335363,-73.9898716,intersection,703
13th St & Broadway,40.7339857,-73.9909365,intersection,704
13th St & University Pl,40.7345386,-73.9922658,intersection,705
13th St & 5th Ave,40.735321,-73.9941315,intersection,706
13th St & 6th Ave,40.7366813,-73.9973348,intersection,707
13th St & 7th Ave,40.7378694,-74.0002019,intersection,708
13th St & Greenwich Ave,40.7387685,-74.0024425,intersection,709
13th St & 8th Ave,40.7390497,-74.0030956,intersection,710
13th St & West 4th St,40.7394007,-74.0038808,,711
13th St & Hudson St,40.7400262,-74.0053146,intersection,712
13th St & 9th Ave,40.7402642,-74.0058661,intersection,713
13th St & Washington St,40.7409462,-74.0075111,intersection,714
140th St & Malcolm X Blvd,40.8172522,-73.9384674,intersection,715
140th St & Adam Clayton Powell Jr Blvd,40.8184319,-73.9413048,intersection,716
140th St & Frederick Douglass Blvd,40.8196725,-73.9442344,intersection,717
140th St & Edgecombe Ave,40.8202602,-73.9456205,intersection,718
140th St & St Nicholas Ave,40.8205822,-73.9464064,intersection,719
140th St & Convent Ave,40.8214863,-73.948544,intersection,720
140th St & Amsterdam Ave,40.8220667,-73.9499303,intersection,721
140th St & Hamilton Pl,40.8226627,-73.9513093,intersection,722
140th St & Broadway,40.8232235,-73.9526568,intersection,723
140th St & Riverside Dr,40.8241375,-73.9548476,intersection,724
141st St & Malcolm X Blvd,40.8179282,-73.9381524,intersection,725
141st St & Adam Clayton Powell Jr Blvd,40.8191288,-73.9410298,intersection,726
141st St & Frederick Douglass Blvd,40.8203041,-73.943776,intersection,727
141st St & Edgecombe Ave,40.8208788,-73.9451634,intersection,728
141st St & St Nicholas Ave,40.8212751,-73.9460832,intersection,729
141st St & Hamilton Terrace,40.8217558,-73.9472376,intersection,730
141st St & Convent Ave,40.822123,-73.948081,intersection,731
141st St & Amsterdam Ave,40.8226919,-73.9494692,intersection,732
141st St & Hamilton Pl,40.8231295,-73.9505135,intersection,733
141st St & Broadway,40.8238534,-73.9522032,intersection,734
141st St & Riverside Dr,40.824762,-73.9543679,intersection,735
142nd St & Madision Ave,40.8171779,-73.9344679,intersection,736
142nd St & 5th Ave,40.8171779,-73.9344679,intersection,736
142nd St & Malcolm X Blvd,40.8184871,-73.9375744,intersection,737
142nd St & Adam Clayton Powell Jr Blvd,40.8197585,-73.9405674,intersection,738
142nd St & Frederick Douglass Blvd,40.8209141,-73.9433325,intersection,739
142nd St & Bradhurst Ave,40.8214679,-73.944604,intersection,740
142nd St & Edgecombe Ave,40.8215628,-73.944832,intersection,741
142nd St & Convent Ave,40.8227347,-73.9476362,intersection,742
142nd St & Amsterdam Ave,40.823332,-73.9490057,intersection,743
142nd St & Hamilton Pl,40.8236132,-73.9496948,intersection,744
142nd St & Broadway,40.8245638,-73.9519649,intersection,745
142nd St & Riverside Dr,40.8253465,-73.9537147,intersection,746
143rd St & 5th Ave,40.8178803,-73.9342493,intersection,747
143rd St & Malcolm X Blvd,40.8191885,-73.937246,intersection,748
143rd St & Adam Clayton Powell Jr Blvd,40.8203177,-73.9399316,intersection,749
143rd St & Frederick Douglass Blvd,40.82154,-73.9428733,intersection,750
143rd St & Bradhurst Ave,40.8220562,-73.9440522,intersection,751
143rd St & Convent Ave,40.8233471,-73.9471989,intersection,752
143rd St & Amsterdam Ave,40.8239464,-73.9485587,intersection,753
143rd St & Hamilton Pl,40.8240824,-73.9488929,intersection,754
143rd St & Broadway,40.8251074,-73.9512792,intersection,755
143rd St & Riverside Dr,40.8258159,-73.9529811,intersection,756
144th St & Malcolm X Blvd,40.8197453,-73.9366594,intersection,757
144th St & Adam Clayton Powell Jr Blvd,40.8210129,-73.939656,intersection,758
144th St & Frederick Douglass Blvd,40.8221676,-73.9424036,intersection,759
144th St & Bradhurst Ave,40.8226338,-73.94351,intersection,760
144th St & Hamilton Terrace,40.8236333,-73.9459027,intersection,761
144th St & Convent Ave,40.8239665,-73.9467189,intersection,762
144th St & Amsterdam Ave,40.8245652,-73.9480977,intersection,763
144th St & Broadway,40.8258151,-73.951036,intersection,764
144th St & Riverside Dr,40.8264693,-73.9525668,intersection,765
145th St & Malcolm X Blvd,40.8204825,-73.9362933,intersection,766
145th St & Adam Clayton Powell Jr Blvd,40.8216804,-73.9391747,intersection,767
145th St & Frederick Douglass Blvd,40.8228318,-73.9419184,intersection,768
145th St & Bradhurst Ave,40.8232662,-73.9428964,intersection,769
145th St & Edgecombe Ave,40.8236602,-73.9438387,intersection,770
145th St & St Nicholas Ave,40.8240437,-73.9447676,intersection,771
145th St & Convent Ave,40.8246634,-73.9462129,intersection,772
145th St & Amsterdam Ave,40.8252492,-73.94761,intersection,773
145th St & Broadway,40.8264107,-73.9503568,intersection,774
145th St & Riverside Dr,40.8270792,-73.9519487,intersection,775
14th St & Ave C,40.7284519,-73.9756881,intersection,776
14th St & Ave B,40.7294348,-73.9780219,intersection,777
14th St & Ave A,40.7304265,-73.980365,intersection,778
14th St & 1st Ave,40.7313474,-73.9825664,intersection,779
14th St & 2nd Ave,40.732349,-73.9849373,intersection,780
14th St & 3rd Ave,40.7332926,-73.9871815,intersection,781
14th St & Irving Pl,40.7339505,-73.9887867,intersection,782
14th St & Union Square E,40.7344478,-73.9899078,intersection,783
14th St & 4th Ave,40.7344478,-73.9899078,intersection,783
14th St & Broadway,40.7348005,-73.9907326,intersection,784
14th St & Union Square W,40.7352105,-73.9917102,intersection,785
14th St & University Pl,40.7352105,-73.9917102,intersection,785
14th St & 5th Ave,40.7360158,-73.9936331,intersection,786
14th St & 6th Ave,40.737368,-73.9968432,intersection,787
14th St & 7th Ave,40.7385652,-73.9996865,intersection,788
14th St & 8th Ave,40.7397433,-74.0025294,intersection,789
14th St & Hudson St,40.7408398,-74.0051382,intersection,790
14th St & 9th Ave,40.7409377,-74.0053699,intersection,791
14th St & Washington St,40.7416435,-74.0070066,intersection,792
15th St & Ave C,40.7291386,-73.9751883,intersection,793
15th St & 1st Ave,40.7320349,-73.9820766,intersection,794
15th St & 2nd Ave,40.7330369,-73.9844118,intersection,795
15th St & 3rd Ave,40.7339878,-73.9866846,intersection,796
15th St & Irving Pl,40.7346509,-73.9882781,intersection,797
15th St & Union Square E,40.7353795,-73.9899507,intersection,798
15th St & Union Square W,40.7358984,-73.9912281,intersection,799
15th St & 5th Ave,40.7366894,-73.9931526,intersection,800
15th St & 6th Ave,40.7380268,-73.9963437,intersection,801
15th St & 7th Ave,40.739243,-73.999185,intersection,802
15th St & 8th Ave,40.740444,-74.002019,intersection,803
15th St & 9th Ave,40.7416627,-74.0049708,intersection,804
16th St & 1st Ave,40.7326656,-73.9815974,intersection,805
16th St & 3rd Ave,40.7346182,-73.986211,intersection,806
16th St & Irving Pl,40.7352956,-73.987819,intersection,807
16th St & Union Square E,40.7359491,-73.9894041,intersection,808
16th St & Union Square W,40.7365396,-73.9907664,intersection,809
16th St & 5th Ave,40.7373355,-73.9926643,intersection,810
16th St & 6th Ave,40.7386869,-73.9958737,intersection,811
16th St & 7th Ave,40.7398871,-73.9987303,intersection,812
16th St & 8th Ave,40.7410712,-74.0015593,intersection,813
16th St & 9th Ave,40.7422925,-74.004457,intersection,814
17th St & 1st Ave,40.7331316,-73.9810175,intersection,815
17th St & 2nd Ave,40.734242,-73.9835512,intersection,816
17th St & 3rd Ave,40.7352013,-73.9858099,intersection,817
17th St & Irving Pl,40.7358757,-73.9874033,intersection,818
17th St & Union Square E,40.7365796,-73.9890679,intersection,819
17th St & Union Square W,40.7371154,-73.9903589,intersection,820
17th St & 5th Ave,40.7379164,-73.9922246,intersection,821
17th St & 6th Ave,40.7392873,-73.9954468,intersection,822
17th St & 7th Ave,40.7404763,-73.9982943,intersection,823
17th St & 8th Ave,40.7416646,-74.0011315,intersection,824
17th St & 9th Ave,40.7428845,-74.0040091,intersection,825
18th St & 1st Ave,40.7338333,-73.9807573,intersection,826
18th St & 2nd Ave,40.734834,-73.9831142,intersection,827
18th St & 3rd Ave,40.7357932,-73.9853797,intersection,828
18th St & Irving Pl,40.7364708,-73.9869681,intersection,829
18th St & Park Ave S,40.7371767,-73.9886409,intersection,830
18th St & Broadway,40.7378063,-73.9901465,intersection,831
18th St & 5th Ave,40.7384903,-73.9918083,intersection,832
18th St & 6th Ave,40.7398526,-73.9950216,intersection,833
18th St & 7th Ave,40.7410673,-73.9978679,intersection,834
18th St & 8th Ave,40.742254,-74.000703,intersection,835
18th St & 9th Ave,40.7434718,-74.0035793,intersection,836
19th St & 1st Ave,40.7344286,-73.9803149,intersection,837
19th St & 2nd Ave,40.7354347,-73.9826915,intersection,838
19th St & 3rd Ave,40.7363809,-73.9849327,intersection,839
19th St & Irving Pl,40.7370595,-73.9865336,intersection,840
19th St & Park Ave S,40.7377092,-73.9881077,intersection,841
19th St & Broadway,40.7384834,-73.9899394,intersection,842
19th St & 5th Ave,40.7390911,-73.9913844,intersection,843
19th St & 6th Ave,40.7404467,-73.9945886,intersection,844
19th St & 7th Ave,40.7416504,-73.9974349,intersection,845
19th St & 8th Ave,40.742839,-74.000275,intersection,846
19th St & 9th Ave,40.7440493,-74.003174,intersection,847
1st Ave & 1st St,40.7232678,-73.9883676,intersection,848
1st Ave & 2nd St,40.7239323,-73.9879578,intersection,849
1st Ave & 3rd St,40.7245817,-73.9874952,intersection,850
1st Ave & 4th St,40.7251936,-73.9870472,intersection,851
1st Ave & 5th St,40.7257688,-73.9866307,intersection,852
1st Ave & 6th St,40.726396,-73.9861588,intersection,853
1st Ave & 7th St,40.726961,-73.9857531,intersection,854
1st Ave & St Marks Pl,40.7275967,-73.9852947,intersection,855
1st Ave & 9th St,40.7281724,-73.9848693,intersection,856
1st Ave & 20th St,40.7350013,-73.9798909,intersection,857
1st Ave & 21st St,40.7355931,-73.9794713,intersection,858
1st Ave & 22nd St,40.7362253,-73.9790084,intersection,859
1st Ave & 23rd St,40.7368841,-73.9785259,intersection,860
1st Ave & 24th Ave,40.7375442,-73.9780538,intersection,861
1st Ave & 24th St,40.7375442,-73.9780538,intersection,861
1st Ave & 25th St,40.7381657,-73.9775889,intersection,862
1st Ave & 26th St,40.7387856,-73.9771481,intersection,863
1st Ave & 27th St,40.7393956,-73.9766952,intersection,864
1st Ave & 28th St,40.7400154,-73.976246,intersection,865
1st Ave & 29th St,40.7406533,-73.9757878,intersection,866
1st Ave & 30th St,40.7412687,-73.9753402,intersection,867
1st Ave & 33rd St,40.743095,-73.974015,intersection,868
1st Ave & 34th St,40.7437892,-73.9735182,intersection,869
1st Ave & 35th St,40.7444588,-73.973034,intersection,870
1st Ave & 36th St,40.7450837,-73.972574,intersection,871
1st Ave & 37th St,40.7457058,-73.9721294,intersection,872
1st Ave & 38th St,40.746309,-73.9716822,intersection,873
1st Ave & 39th St,40.7469318,-73.9712276,intersection,874
1st Ave & 40th St,40.7475526,-73.9707756,intersection,875
1st Ave & 41st St,40.7481188,-73.9701649,intersection,876
1st Ave & 42nd St,40.748723,-73.9697359,intersection,877
1st Ave & 44th St,40.7501079,-73.9688927,intersection,878
1st Ave & 45th St,40.7507482,-73.9684245,intersection,879
1st Ave & 46th St,40.7513611,-73.9679761,intersection,880
1st Ave & 47th St,40.7519975,-73.967679,intersection,881
1st Ave & 48th St,40.7527056,-73.9671922,intersection,882
1st Ave & 49th St,40.7532358,-73.9665538,intersection,883
