178617349,178617350,39.6767239,-75.7453626,39.6770341,-75.7439135,0.129007829053
178618999,2681570375,39.6620660,-75.7793039,39.6610175,-75.7780239,0.160053817106
178620584,178620588,39.6717754,-75.7534095,39.6703817,-75.7532615,0.155260352075
178682820,178620628,39.6829696,-75.7597186,39.6823755,-75.7577353,0.18248186525
178622377,1225679170,39.6687598,-75.7388637,39.6687986,-75.7351699,0.316975834652
178624442,178660613,39.6826552,-75.7761181,39.6791241,-75.7759350,0.392367318224
1352135813,1352135800,39.6865818,-75.7360177,39.6865835,-75.7361777,0.0137265756495
178626559,178626566,39.6777206,-75.7622182,39.6776529,-75.7621021,0.0124785761466
178627350,178627351,39.6553828,-75.7699359,39.6550142,-75.7693688,0.0635891071224
620704035,178631648,39.6578337,-75.7481241,39.6577971,-75.7484339,0.0268953539528
178632094,178632096,39.6747746,-75.7252383,39.6750463,-75.7251578,0.0309469699207
178638399,178714908,39.6703991,-75.7634613,39.6709136,-75.7683383,0.422340741876
178633048,178633037,39.6858097,-75.7367709,39.6842102,-75.7389730,0.259276188857
5925868455,178633083,39.6837378,-75.7443088,39.6830120,-75.7536282,0.803533985955
178633149,178633153,39.6735352,-75.7258166,39.6751671,-75.7258358,0.181194703711
178633917,178633922,39.6906880,-75.7806662,39.6908270,-75.7828170,0.185135308862
178634237,2781498311,39.6865809,-75.7657655,39.6906686,-75.7767364,1.04481084344
620741518,620741912,39.6767599,-75.7357829,39.6786018,-75.7358013,0.204509385666
620737645,568186892,39.6844888,-75.7367593,39.6815863,-75.7363623,0.324055024355
178634835,3311203186,39.6945900,-75.7361910,39.6951110,-75.7362690,0.0582315936631
178635178,178635179,39.6981555,-75.7747911,39.6989931,-75.7740854,0.110959679694
178635604,178635611,39.6755660,-75.7621450,39.6758077,-75.7643318,0.189529168818
178635685,178635687,39.6747280,-75.7258160,39.6748213,-75.7246599,0.0997300521752
2781498097,178635748,39.6901160,-75.7752531,39.6885873,-75.7758378,0.176984934455
3274917251,3274917278,39.6690928,-75.7774794,39.6690143,-75.7810199,0.303916450133
3274917284,178636700,39.6683495,-75.7807999,39.6655272,-75.7761185,0.509463286657
178636990,178636992,39.6868369,-75.7605975,39.6874023,-75.7605064,0.0632601352855
178637200,3810751465,39.6814906,-75.7472216,39.6816764,-75.7455228,0.147191415663
178637220,178637216,39.6808954,-75.7456823,39.6816200,-75.7459988,0.0849097065127
668408224,668408244,39.6523839,-75.7797881,39.6525275,-75.7804636,0.0601272875245
178637375,178637378,39.6848292,-75.7610750,39.6872870,-75.7595251,0.303552533484
178637439,178637452,39.6769984,-75.7846843,39.6791337,-75.7850368,0.239000146002
178624671,178637586,39.7004855,-75.7717075,39.7008828,-75.7692011,0.219442079101
178637621,178637624,39.6938790,-75.7367490,39.6937370,-75.7361870,0.0507177748143
178637665,3655951185,39.6695260,-75.7715022,39.6648249,-75.7688843,0.568240608221
178637957,178637963,39.6752771,-75.7503899,39.6749824,-75.7456103,0.411379394425
178637988,178638000,39.6613040,-75.7329307,39.6592482,-75.7312632,0.269398690136
178638149,178638154,39.6807882,-75.7632318,39.6807773,-75.7643472,0.0956980009354
178626528,178638164,39.6868840,-75.7545670,39.6870269,-75.7593749,0.41273886707
178638399,178638411,39.6703991,-75.7634613,39.6687870,-75.7613522,0.254532551155
178638460,178638461,39.6711800,-75.7259830,39.6730490,-75.7261850,0.20823449738
178638689,178638691,39.6980274,-75.7496288,39.6986730,-75.7516101,0.18443229236
178638886,178638888,39.6980820,-75.7308020,39.6969190,-75.7320310,0.166688546419
178638901,178638913,39.6880083,-75.7726399,39.6875633,-75.7746250,0.177307799719
178637963,178639246,39.6749824,-75.7456103,39.6754649,-75.7433494,0.201240016335
178639450,178639456,39.6685088,-75.7642379,39.6676267,-75.7630968,0.138487666218
178640127,178640160,39.6942103,-75.7746636,39.6975452,-75.7809641,0.655084321751
178640747,178640753,39.6903240,-75.7244960,39.6875400,-75.7260480,0.336554502077
178641158,178641167,39.6774841,-75.7535402,39.6771498,-75.7615106,0.684822686494
178641345,178641350,39.6806274,-75.7847630,39.6801971,-75.7819630,0.244918651648
178641506,178641508,39.6561409,-75.7387373,39.6558455,-75.7424542,0.320669099747
178642156,178642157,39.6751210,-75.7851390,39.6752610,-75.7841420,0.0869405190085
178642270,178620063,39.6530879,-75.7498669,39.6523558,-75.7484530,0.146055828963
178642566,178642585,39.6549380,-75.7609060,39.6564628,-75.7695336,0.759538604354
178642837,955523912,39.6872207,-75.7847338,39.6828582,-75.7818751,0.542905250338
178642917,1352135841,39.6898050,-75.7258430,39.6913697,-75.7268376,0.193544697753
178642923,947585132,39.7002600,-75.7840773,39.7017513,-75.7793696,0.436388826141
178642967,178642991,39.6853401,-75.7717399,39.6885511,-75.7751290,0.460024810934
178643445,178643452,39.6554070,-75.7560770,39.6538320,-75.7540110,0.249033744227
178643536,178643542,39.6893350,-75.7329090,39.6872060,-75.7316960,0.258268013855
178643581,178643584,39.6950040,-75.7374680,39.6954590,-75.7392900,0.164239489589
178643771,178643775,39.6790082,-75.7535620,39.6794490,-75.7562568,0.236315963674
178644272,178644284,39.6780820,-75.7772816,39.6760700,-75.7759460,0.251063788812
178644289,178644297,39.6946501,-75.7663366,39.6942800,-75.7688827,0.222219512792
178644313,178644318,39.6934095,-75.7761163,39.6929257,-75.7748528,0.120958027157
178644438,178644439,39.6569575,-75.7495619,39.6567149,-75.7492923,0.0355082722888
178644745,178644748,39.6523120,-75.7271027,39.6541946,-75.7277910,0.217208396404
178644827,178644828,39.7002917,-75.7746856,39.6994127,-75.7758184,0.137709917537
178645053,540759782,39.6740144,-75.7700891,39.6741785,-75.7696227,0.04396897816
178645777,178645792,39.6538220,-75.7608080,39.6549905,-75.7663026,0.489082932614
