382017,505820718,48.8215316,2.3694427,48.8217032,2.3693568,0.0200985088925
361709,2499743270,48.8318179,2.3553068,48.8321219,2.3550977,0.0371291001475
506391464,1928023434,48.8320395,2.3583413,48.8321498,2.3585964,0.0223880347129
368081,368082,48.8394290,2.3945403,48.8372975,2.3912093,0.340555376854
218267571,4958110958,48.8504082,2.3600926,48.8504637,2.3600720,0.00635444832096
382062,382077,48.8524438,2.3570660,48.8518338,2.3565473,0.0777869020043
368145,247631372,48.8499760,2.3548750,48.8501579,2.3550416,0.0236366646489
382062,178803766,48.8524438,2.3570660,48.8525232,2.3571243,0.00981179843324
368146,25101546,48.8494029,2.3567895,48.8494469,2.3569727,0.0143081147202
247431296,382074,48.8500566,2.3589515,48.8500810,2.3590296,0.00634167977253
361747,361744,48.8328076,2.3564886,48.8321790,2.3583878,0.155975213308
792979,506368909,48.8291119,2.3653952,48.8290048,2.3650422,0.0285235285933
15035576,15035575,48.8270628,2.3686853,48.8251513,2.3697652,0.226878354428
361041,25034117,48.8385969,2.3506963,48.8388494,2.3508122,0.0293402998979
25101543,664256922,48.8491499,2.3558465,48.8493307,2.3561076,0.0277753485872
361059,25034403,48.8471299,2.3512394,48.8476794,2.3519864,0.0820981468193
256589459,3727403419,48.8679492,2.3623580,48.8683533,2.3628564,0.0579352740885
130099224,1498968368,48.8535203,2.3691535,48.8537513,2.3690652,0.0264934763426
367987,247348743,48.8498875,2.3705857,48.8491810,2.3708687,0.0812666015252
420673782,14950166,48.8531731,2.3702137,48.8496164,2.3742845,0.495678140899
259039022,704780,48.8408911,2.4046965,48.8400886,2.4044722,0.0907494439785
6130758802,257033087,48.8481922,2.3941706,48.8476070,2.3890493,0.381466599948
130099877,1499029749,48.8531859,2.3704770,48.8533240,2.3696188,0.0648257438942
707939189,24909866,48.8475248,2.4062281,48.8471481,2.4062327,0.0418929541773
94188138,332431660,48.8944376,2.3814641,48.8957682,2.3793381,0.214936233364
17348311,17348295,48.9001843,2.3872991,48.8998253,2.3876077,0.0458893128594
366595,382026,48.8276727,2.3713656,48.8284733,2.3729096,0.144147243698
360932,361704,48.8261850,2.3572626,48.8261646,2.3599561,0.197786171482
382021,382019,48.8216311,2.3691260,48.8226444,2.3670455,0.18983745339
361715,361740,48.8318368,2.3558095,48.8322139,2.3560474,0.0454278262309
21648574,21648575,48.8397034,2.3565940,48.8399885,2.3581254,0.116799578157
366595,15035553,48.8276727,2.3713656,48.8244042,2.3764053,0.518700909983
15035571,15035572,48.8252916,2.3626607,48.8256122,2.3620083,0.0597151537143
361735,15435233,48.8313954,2.3581678,48.8294789,2.3600896,0.255601082956
792991,792953,48.8277737,2.3645499,48.8292377,2.3607027,0.32603088186
15435231,15435234,48.8290175,2.3576863,48.8297550,2.3592977,0.143958209081
15435233,361705,48.8294789,2.3600896,48.8284735,2.3581170,0.182967658207
792952,792953,48.8291089,2.3605484,48.8292377,2.3607027,0.0182621186225
