62,241 E Main St,39.6837352633,-75.7438491141,4.0,$,5925868455,178633083,0.0447022954942
63,801 S College Ave,39.6555729,-75.75084,3.5,$$,178620584,178620588,0.522354281476
64,57 S Main St,39.68132,-75.75756,3.0,$$,2601214679,1687710357,0.572618391051
65,66 E Main St,39.683674,-75.750787,5.0,$,5925868455,178633083,0.685846879126
66,140 E Main St,39.683776,-75.747554,2.5,$,5925868455,178633083,0.34528277996
67,133 E. Main St.,39.6834753,-75.7476585,3.5,$,178633087,178734607,0.0190617917486
68,63 Marrows Rd,39.66522,-75.72602,3.5,$,178727357,2780744387,0.353273621231
69,274 East Chestnut Hill Rd,39.66232,-75.735,3.5,$,620745215,178687425,0.46190762981
70,230 E Main St,39.6848153912,-75.7437130892,3.0,$,5925868455,178633083,0.129591098109
71,601 Ogletown Rd,39.6850070083,-75.7332003558,3.0,$,2595116280,615091696,0.441349935978
72,40 Marrows Rd,39.66443,-75.72733,2.0,$,178727357,2780744387,0.246319318864
73,101 John Campbell Rd,39.6822052002,-75.7285385132,3.5,$,178727375,1043898934,0.487284751365
74,150 Pencader Plz,39.65906,-75.7366,2.0,$,178687373,178740116,0.149723395835
75,165 E Main St,39.68316,-75.74613,2.5,$,5925868455,178633083,0.207906020034
76,320 Suburban Dr,39.6676292,-75.7764511,2.0,$,3586456483,3659101037,0.384422067931
77,190 E Main St,39.68404,-75.7459499,3.0,$$,5925868455,178633083,0.177963653429
78,55 E Main St,39.68266,-75.75099,4.0,$,5925868455,178633083,0.718258122253
79,136 E Main St,39.6837782351,-75.7477273463,2.5,$,5925868455,178633083,0.363617852598
80,58 E Main St,39.6833597196,-75.7511749864,3.5,$,5925868455,178633083,0.734034344245
81,379 E Chestnut Hill Plaza Rd,39.6624627427,-75.7254136268,3.0,$,3588322072,3588322070,0.16856553162
82,72 E Main St,39.68356,-75.75059,3.5,$$,5925868455,178633083,0.668283184587
83,170 E Main St,39.68388,-75.74619,3.0,$,5925868455,178633083,0.200810167029
84,250 South Main St,39.6766269,-75.7639906,3.0,$,2601214679,1687710357,0.513155457284
