3524 W Sunset Blvd,34.08929,-118.27693,4.0,122886471,3892316570
120 N Robertson Blvd,34.076269,-118.383588,4.0,1285296054,4013326164
10140 Riverside Dr,34.151896,-118.352076,4.5,479651242,1965784197
645 W 9th St,34.04582,-118.2606,4.5,4071613711,4071613713
5269 W Olympic Blvd,34.0574402283,-118.345157057,5.0,338397312,123028327
2128 Hillhurst Ave,34.11092,-118.28721,3.5,122680809,122680812
2943 W Sunset Blvd,34.083817,-118.273853,4.0,122886471,3892316570
4500 Los Feliz Blvd,34.1116,-118.287737,3.5,4008000047,912022166
105 East 6th St,34.045188,-118.249536,4.5,1716288049,1716461345
1751 Ensley Ave,34.0603059013,-118.420859099,4.0,1718691280,122627752
8361 Beverly Blvd,34.076345,-118.372293,4.0,123448186,123000533
5303 W Pico Blvd,34.04859,-118.35385,4.0,1728420377,123015497
445 S Figueroa St,34.0532368547,-118.257029057,4.0,1837309537,300944203
6255 W Sunset Blvd,34.0982366769,-118.325743215,3.5,122886471,3892316570
5925 Franklin Ave,34.1053834529,-118.318904113,4.0,122658317,122658322
10550 Riverside Dr,34.1519758,-118.360651,4.0,479651242,1965784197
8766 Holloway Dr,34.0905094,-118.3828495,4.5,122717994,349221974
1166 Glendale Blvd,34.0774076981,-118.260757676,4.5,17596242,363663444
115 S Fairfax Ave,34.0736311266,-118.361577552,3.5,122570049,122570057
2122 Colorado Blvd,34.1389640531,-118.21279943,4.0,122873588,122954524
2538 Hyperion Ave,34.10532,-118.27257,4.0,365467140,1792183434
8738 W 3rd St,34.07339,-118.3831,4.0,73909199,288983244
1253 Vine St,34.0941,-118.32734,4.5,122626511,122626530
788 S La Brea Ave,34.0606000129,-118.344509529,4.0,122562575,122562579
10571 W Pico Blvd,34.04414,-118.42143,4.0,1728420377,123015497
2812 W Florence Ave,33.9743356,-118.3241718,4.0,122841507,123043847
12121 Bluff Creek Dr,33.978852,-118.40565,4.0,1721288828,2671634651
1253 Vine St,34.0941,-118.32734,4.5,122626511,122626530
1869 N Vermont Ave,34.105193,-118.292081,3.5,1833685584,1799706851
10700 Santa Monica Blvd,34.05157,-118.43192,4.5,2190611574,122926197
410 E 2nd St,34.0472167,-118.238885,4.0,4012477146,6377614688
1945 1/2 Westwood Blvd,34.04738,-118.435126,4.0,1620498786,1620498634
8020 Beverly Blvd,34.0759551,-118.3645492,3.5,123448186,123000533
934 S Los Angeles St,34.03967,-118.25472,4.5,268539826,4073999002
5418 W Adams Blvd,34.0322905,-118.3613095,4.0,123230412,122659207
7950 Melrose Ave,34.0836424532,-118.362873028,3.5,1799873565,122684723
4501 York Blvd,34.1237754822,-118.217933655,4.5,14854593,27363714
7401 Beverly Blvd,34.07642,-118.35127,4.0,123448186,123000533
4824 N Vineland Ave,34.158376,-118.36992,4.0,122622238,122622292
3050 N Coolidge St,34.1051892816,-118.243668234,4.5,122653459,122653462
1050 Vine St,34.0900899,-118.32624,4.0,122626511,122626530
5501 W Pico Blvd,34.04927,-118.35761,4.0,1728420377,123015497
3185 Glendale Blvd,34.117769,-118.261504,4.0,17596242,363663444
7080 Hollywood Blvd,34.1012895759,-118.344403056,4.0,4048147650,606940741
6145 Franklin Ave,34.1053748011,-118.323746309,3.5,122658317,122658322
3709 W Sunset Blvd,34.0905727,-118.2778757,4.0,122886471,3892316570
6707 W Sunset Blvd,34.0981349809,-118.336528534,4.5,122886471,3892316570
7253 Santa Monica Blvd,34.0908649,-118.3479572,4.0,2190611574,122926197
2100 Echo Park Ave,34.08957,-118.24977,4.0,26468540,123099170
5648 Hollywood Blvd,34.1015475337,-118.313183784,4.5,4048147650,606940741
2853 Marsh St,34.105472,-118.247701,5.0,1618861709,1618861711
3932 W Sunset Blvd,34.0921489106,-118.28039226,3.5,122886471,3892316570
5200 Monte Vista St,34.1084136963,-118.200813293,4.5,3080792051,3080792124
3700 N Figueroa St,34.09007,-118.21219,4.5,1837309537,300944203
5225 York Blvd,34.1206039,-118.2016523,4.0,14854593,27363714
3009 S Figueroa St,34.0249016338,-118.278697447,4.0,1837309537,300944203
1234 W 7th St,34.0518905675,-118.266751164,4.5,4071613711,4071613713
4518 Hollywood Blvd,34.098513,-118.287968,4.0,4048147650,606940741
8454 Melrose Ave,34.0825734071,-118.374798181,4.0,1799873565,122684723
2490 N Fletcher Dr,34.10743,-118.25441,3.5,1717893584,1717893665
2590 Glendale Blvd,34.1051598973,-118.259571791,4.0,17596242,363663444
3601 Overland Ave,34.0223554,-118.4099716,3.5,122649749,122649746
3200 W 8th St,34.057597,-118.2977468,4.5,4071613711,4071613713
2350 Porter St,34.0264617,-118.230446,4.5,123800182,123136036
10668 W Pico Blvd,34.04197,-118.42398,4.0,1728420377,123015497
468 S La Brea Ave,34.0650665875,-118.343814755,3.5,122562575,122562579
512 W 6th St,34.048153013,-118.254465535,4.5,4071613711,4071613713
12740 Culver Blvd,33.9853489339,-118.425080435,4.0,123381951,123381953
3725 W Sunset Blvd,34.0908543,-118.2783261,4.5,122886471,3892316570
1501 N Cahuenga Blvd,34.0981733226,-118.329692344,4.0,4076785973,4076800569
10640 Woodbine St,34.0260391235,-118.412277222,4.0,122546495,122668829
5018 York Blvd,34.121063,-118.206283,3.5,14854593,27363714
5907 Hollywood Blvd,34.1018049,-118.3181936,4.5,4048147650,606940741
2106 Hyperion Ave,34.09879,-118.27361,4.5,365467140,1792183434
3501 W Pico Blvd,34.04743,-118.31908,4.5,1728420377,123015497
1615 Cahuenga Blvd,34.1001618159,-118.32981361,4.0,4076785973,4076800569
1277 W Jefferson Blvd,34.0256549,-118.294352,4.0,123419161,122940786
3329 Division St,34.10507,-118.22997,4.5,1669448265,506551629
5544 W Pico Blvd,34.04926,-118.35939,3.5,1728420377,123015497
3424 Wilshire Blvd,34.060958,-118.298398,4.5,3876106974,122583404
3663 W 6th St,34.06396,-118.30197,4.5,4071613711,4071613713
238 E 1st St,34.050617218,-118.241546631,4.5,69275589,1437216586
1139 Glendon Ave,34.06003,-118.44397,4.0,1672978838,122637911
440 N Fairfax Ave,34.0793404,-118.3612051,4.0,122554553,122554556
465 S La Cienega Bvld,34.0695585681,-118.376409256,4.0,1717101466,373546502
1451 N Gardner St,34.0976460995,-118.352917253,4.0,1614824419,26079591
,34.0719184875,-118.374000549,5.0,123284753,123243106
6333 W 3rd St,34.071862194,-118.360982561,3.5,73909199,288983244
3231 W Temple St,34.0755378,-118.2814473,4.5,122988980,457710399
5223 Wilshire Blvd,34.062402,-118.343631,4.5,3876106974,122583404
702 S Spring St,34.0444965,-118.2524932,4.0,15717265,2464810685
5625 Hollywood Blvd,34.10204,-118.31252,4.0,4048147650,606940741
272 S La Cienega Blvd,34.0633975,-118.3759994,4.5,1717101466,373546502
428 S Hewitt St,34.0426521516,-118.234945795,4.0,122998504,587644264
416 West 8th St,34.044814,-118.25666,4.0,4071613711,4071613713
7373 W Sunset Blvd,34.0982695686,-118.350930021,3.5,122886471,3892316570
251 S Olive St,34.0528020301,-118.250135183,4.0,123142815,123116291
654 N Hoover St,34.08307,-118.28427,4.5,1614824419,26079591
811 Traction Ave,34.04526,-118.23531,4.0,250730060,607992165
701 W Cesar E Chavez Ave,34.061448,-118.243896,4.5,268545813,268545891
8428 Melrose Pl,34.0833724,-118.3743114,4.5,3881833475,122983501
7533 W Sunset Blvd,34.0981549,-118.3536219,3.5,122886471,3892316570
2510 W Temple St,34.0718273195,-118.273199664,4.5,122988980,457710399
3655 S Grand Ave,34.01744,-118.2783,4.5,28992162,28992166
215 W 6th St,34.04635,-118.2511,5.0,4071613711,4071613713
1010 Wilshire Blvd,34.0519690716,-118.262663157,4.0,3876106974,122583404
1253 N La Brea Ave,34.093785,-118.3442249,4.5,122609287,122609292
2501 W Sunset Blvd,34.0798170232,-118.269189793,4.0,122886471,3892316570
8701 Beverly Blvd,34.0771299,-118.38068,4.5,123448186,123000533
7119 Melrose Ave,34.08371,-118.34483,4.0,1799873565,122684723
10516 W Pico Blvd,34.0446396,-118.4193268,3.5,1728420377,123015497
1620 Sunset Blvd,34.0768811,-118.2580069,4.0,20842216,123113777
1608 N Cahuenga Blvd,34.1003728129,-118.329342038,3.5,4076785973,4076800569
1111 N Hayworth Ave,34.0912524598,-118.363175213,4.5,122669612,122669618
2040 Hillhurst Ave,34.1088282,-118.2872851,4.5,122680809,122680812
106 W Manchester Ave,33.9599,-118.27421,4.0,268537157,27463368
3965 S Western Ave,34.01242,-118.30925,4.5,4013329317,4013344389
1948 Hillhurst Ave,34.1067123413,-118.287355453,3.5,122680809,122680812
1500 Colorado Blvd,34.1389806,-118.1984514,4.0,122873588,122954524
414 N La Cienega Blvd,34.07858,-118.37618,4.0,1717101466,373546502
6115 Santa Monica Blvd,34.091152,-118.3225606,4.0,2190611574,122926197
3881 Wilshire Blvd,34.062127,-118.311328,4.5,3876106974,122583404
10850 Wilshire Blvd,34.05898,-118.44137,4.0,3876106974,122583404
5010 York Blvd,34.121113,-118.206535,3.5,14854593,27363714
1824 N Vermont Ave,34.104409,-118.291583,3.5,1833685584,1799706851
10250 Santa Monica Blvd,34.0599599,-118.41982,4.0,2190611574,122926197
7356 Melrose Ave,34.083463,-118.350136,4.0,1799873565,122684723
855 S Broadway,34.0425569238,-118.255950138,4.5,4011845729,2258860933
3121 W Olympic Blvd,34.0527449,-118.3038449,4.0,338397312,123028327
2223 N Broadway,34.073664844,-118.217596561,4.0,4011845729,2258860933
1356 S La Brea Ave,34.0486794,-118.3443405,3.5,122562575,122562579
1621 Westwood Blvd,34.052513,-118.4395503,4.5,1620498786,1620498634
113 N Larchmont Blvd,34.0734622217,-118.323956869,4.0,122977272,123364840
10943 Venice Blvd,34.01556,-118.41328,4.0,123067606,122734367
6263 Leland Way,34.097313,-118.325975,4.0,1719854994,122639013
3510 Sunset Blvd,34.088922,-118.2769905,3.5,20842216,123113777
10543 W Pico Blvd,34.04471,-118.42041,4.0,1728420377,123015497
541 S Spring St,34.0464895,-118.2506481,4.5,15717265,2464810685
189 The Grove Dr,34.0721062944,-118.35723317,3.5,5103628580,3672448785
2388 Glendale Blvd,34.0998743,-118.259153,4.0,17596242,363663444
3800 Wilshire Blvd,34.0616378188,-118.309246302,4.5,3876106974,122583404
12249 Venice Blvd,34.0046416073,-118.432262332,4.0,123067606,122734367
3708 Eagle Rock Blvd,34.117569,-118.2334213,4.0,1669564210,1963997427
148 S La Brea Ave,34.07214,-118.34368,4.0,122562575,122562579
1908 E 1st St,34.0463775,-118.2171133,4.5,69275589,1437216586
344 S La Brea Ave,34.0676003,-118.3436813,4.0,122562575,122562579
1061 Hill St,34.040371308,-118.259927854,4.0,123400313,123634273
661 Imperial St,34.0361392449,-118.231635052,4.0,122614575,122923230
4809 Melrose Ave,34.0836649,-118.305518,4.5,1799873565,122684723
12123 Riverside Dr,34.1577930678,-118.397385673,4.5,479651242,1965784197
3705 W Sunset Blvd,34.0907745,-118.2779437,4.0,122886471,3892316570
6521 S Sepulveda Blvd,33.9803,-118.394892,3.0,1620475574,297103198
1221 W 3rd St,34.0571887721,-118.257822851,4.5,73909199,288983244
3111 N Main St,34.06632,-118.20844,4.5,27440412,28112675
456 N Fairfax Ave,34.0798198432,-118.361425996,4.0,122554553,122554556
2800 S Grand Ave,34.02444,-118.27315,4.5,28992162,28992166
2701 S Vermont Ave,34.0302,-118.29193,4.0,33619284,5082007380
5056 Eagle Rock Blvd,34.1385999,-118.21383,4.0,1669564210,1963997427
1102 Lawrence St,34.03039,-118.23652,4.5,122886753,122916965
1716 N Highland Ave,34.1021247847,-118.338505235,4.5,122622238,122622292
225 N Larchmont Blvd,34.07534,-118.32399,4.0,122977272,123364840
12000 W Washington Blvd,33.997466,-118.422046,3.5,122770847,122770836
1403 Centinela Ave,33.9762855538,-118.363437653,4.5,95482458,95428574
2695 N Beachwood Dr,34.11993,-118.32132,3.5,26079480,26079498
5163 Venice Blvd,34.04521,-118.35306,4.0,123067606,122734367
317 S Broadway,34.0505289,-118.2486189,4.0,4011845729,2258860933
10433 National Blvd,34.02908,-118.41166,4.5,122940776,408470135
6224 W Manchester Ave,33.9595,-118.39456,4.0,268537157,27463368
7149 Beverly Blvd,34.07644,-118.34539,4.5,123448186,123000533
4360 Tujunga Ave,34.149429,-118.378662,4.0,122638629,122677820
9755 Culver Blvd,34.021791,-118.396617,4.0,123381951,123381953
12034 Venice Blvd,34.00531,-118.42961,4.0,123067606,122734367
353 N Pass Ave,34.155795667,-118.346222437,4.0,122394473,1851050150
550 S Flower St,34.05013,-118.25691,3.5,122855590,122855579
1453 Westwood Blvd,34.0542803,-118.4411766,4.0,1620498786,1620498634
6681 Hollywood Blvd,34.101849,-118.33589,3.5,4048147650,606940741
5630 Melrose Ave,34.08327,-118.32332,4.0,1799873565,122684723
150 N Larchmont Blvd,34.0745447,-118.323381,3.5,122977272,123364840
7317 Beverly Blvd,34.07642,-118.34928,4.5,123448186,123000533
1456 S Robertson Blvd,34.0532319,-118.3838223,4.0,1285296054,4013326164
696 N Robertson Blvd,34.08361,-118.3853751,3.5,1285296054,4013326164
1927 Westwood Blvd,34.04731,-118.43513,3.5,1620498786,1620498634
3870 Crenshaw Blvd,34.0153041,-118.3346953,4.5,122961230,1282081286
707 E 10th St,34.0357895,-118.2513123,4.0,69275589,1437216586
5150 Hollywood Blvd,34.10151,-118.30238,4.0,4048147650,606940741
6254 Wilshire Blvd,34.06326,-118.3651643,4.0,3876106974,122583404
3680 Wilshire Blvd,34.0605606366,-118.30645005,4.0,3876106974,122583404
12969 Ventura Blvd,34.1455610192,-118.416100869,3.5,1831587416,122852288
810 W 8th St,34.0473406081,-118.260479141,4.0,4071613711,4071613713
8401 Santa Monica Blvd,34.09087,-118.37311,4.0,2190611574,122926197
1040 N La Cienega Blvd,34.090055,-118.376245704,4.0,1717101466,373546502
4616 Eagle Rock Blvd,34.12768,-118.21722,4.0,1669564210,1963997427
143 S Beverly Dr,34.0660897,-118.3992622,4.5,1717893584,122930059
135 N Grand Ave,34.0564458577,-118.24847254,3.5,2919732414,2919732416
1847 N Cahuenga Blvd,34.105079,-118.330512,3.0,4076785973,4076800569
959 Seward St,34.08831,-118.33388,4.0,123609555,123082053
632 S Hill St,34.0466890114,-118.253659875,4.5,268651387,268651389
8653 W Sunset Blvd,34.0921328,-118.3805803,4.0,122886471,3892316570
206 W Colorado St,34.14223,-118.25671,4.0,123113660,123113661
1814 W Sunset Blvd,34.077642,-118.2597713,4.5,122886471,3892316570
12835 W Washington Blvd,33.9957389832,-118.437850952,4.0,122770847,122770836
620 Silver Lake Blvd,34.07859,-118.27815,4.0,26079299,1832241851
1650 N Highland Ave,34.1007443,-118.3385551,3.0,122622238,122622292
10681 Santa Monica Blvd,34.0530846009,-118.431062102,3.5,2190611574,122926197
8030 W 3rd St,34.0717294,-118.3648759,3.5,73909199,288983244
6801 Hollywood Blvd,34.102726,-118.33947,3.5,4048147650,606940741
3715 W Evans St,34.106028,-118.27328,4.5,122671044,122814916
6333 W 3rd St,34.0721625477,-118.359494669,3.0,73909199,288983244
807 Americana Way,34.1451088111,-118.255092502,4.0,1715209654,122520945
13730 Ventura Blvd,34.1479565485,-118.432117291,4.0,1831587416,122852288
2200 E 15th St,34.02173,-118.23266,4.0,69275589,1437216586
3801 W 6th St,34.0638,-118.30598,4.0,4071613711,4071613713
6201 W Hollywood Blvd,34.101892876,-118.324683525,3.5,1620498786,1620498634
4862 Eagle Rock Blvd,34.134298,-118.215287,4.0,1669564210,1963997427
300 S Mariposa Ave,34.0688293,-118.2988267,4.0,27440412,28112675
2801 Beverly Blvd,34.0709245028,-118.279585696,4.5,123448186,123000533
7864 W Sunset Blvd,34.0979151,-118.3608299,3.5,122886471,3892316570
6333 W 3rd St,34.0717892,-118.3605725,3.5,73909199,288983244
523 W 6th St,34.048470334,-118.254534602,4.0,4071613711,4071613713
3068 W 8th St,34.0575951,-118.2937153,4.5,4071613711,4071613713
3207 Los Feliz Blvd,34.1233211,-118.2688757,3.5,4008000047,912022166
8279 Santa Monica Blvd,34.0908388,-118.3697416,4.0,2190611574,122926197
12345 Ventura Blvd,34.1431440623,-118.40283006,4.5,1831587416,122852288
1155 N Highland Ave,34.092421,-118.338992,3.5,122622238,122622292
13329 W Washington Blvd,33.9929316446,-118.443264725,3.5,122770847,122770836
4141 Whitsett Ave,34.1447626,-118.4053249,5.0,1513278064,122628296
818 Wilshire Blvd,34.0496399,-118.25895,4.5,3876106974,122583404
452 N Bedford Dr,34.0686577,-118.4055746,4.5,79075909,27440428
9727 Culver Blvd,34.0219647,-118.3962699,4.0,123381951,123381953
9111 W Olympic Blvd,34.0594949,-118.3901072,4.5,338397312,123028327
3833 Main St,34.0246651,-118.394661,4.0,123426764,123073425
1411 N Highland Ave,34.096372,-118.339083,4.5,122622238,122622292
8500 Beverly Blvd,34.0738134888,-118.377491836,3.5,123448186,123000533
1523 Griffith Park Blvd,34.0906793,-118.2771723,4.5,20954437,1902281645
616 N Robertson Blvd,34.081413,-118.385258,4.0,1285296054,4013326164
3728 W Olympic Blvd,34.05315,-118.31938,3.5,338397312,123028327
8781 W Pico Blvd,34.054959,-118.383438,4.5,1728420377,123015497
9901 Washington Blvd,34.0216889,-118.397785,4.0,122770847,122770836
8412 W 3rd St,34.072995,-118.37375,3.0,73909199,288983244
12457 W Washington Blvd,33.99701383,-118.43002033,4.5,122770847,122770836
726 S Alameda St,34.03204,-118.23831,3.0,122629925,122629929
5043 York Blvd,34.12147,-118.20535,4.0,14854593,27363714
6417 Selma Ave,34.10016,-118.33014,4.0,123320209,122554324
12186 Ventura Blvd,34.1431130583,-118.398057008,4.5,1831587416,122852288
4141 Lankershim Blvd,34.14526,-118.36314,4.5,840705038,18208090
487 S Fairfax Ave,34.0675929,-118.3615449,4.5,122570049,122570057
2500 Riverside Dr,34.10605,-118.25694,4.0,479651242,1965784197
4130 Sepulveda Blvd,34.006538,-118.41216,4.0,1620475574,297103198
453 S Spring St,34.0477867126,-118.24974823,4.0,15717265,2464810685
176 S La Brea Ave,34.071404,-118.343844,4.0,122562575,122562579
1292 S La Brea Ave,34.050508,-118.3440951,5.0,122562575,122562579
12650 Ventura Blvd,34.1442843,-118.4090044,4.5,1831587416,122852288
6246 Wilshire Blvd,34.063252,-118.3651057,4.0,3876106974,122583404
2106 S Olive St,34.02991,-118.26869,4.5,123142815,123116291
11800 Jefferson Blvd,33.98595,-118.40133,3.5,1717078768,1717039123
4800 S Centinela Ave,33.98959,-118.41864,4.0,122398753,122398756
4222 Vineland Ave,34.1452280992,-118.369494542,4.0,122847288,122666448
6501 Hollywood Blvd,34.10189,-118.3312,3.5,4048147650,606940741
3004 S Sepulveda Blvd,34.0272203,-118.4283597,3.5,1620475574,297103198
325 W Adams Blvd,34.0290551773,-118.273051504,4.0,123230412,122659207
8986 Cadillac Ave,34.040959,-118.3875303,3.5,122644075,122644085
10100 Santa Monica Blvd,34.0613861084,-118.416313171,5.0,2190611574,122926197
6601 Sunset Blvd,34.0982124,-118.3333365,4.0,20842216,123113777
751 Echo Park Ave,34.073319,-118.260012,4.0,26468540,123099170
1010 Glendon Ave,34.0621806,-118.4439215,3.5,1672978838,122637911
233 S Beverly Dr,34.063809,-118.399432,4.0,1717893584,122930059
3416 Glendale Blvd,34.1205338,-118.2579766,4.5,17596242,363663444
4720 Eagle Rock Blvd,34.13062,-118.21627,3.5,1669564210,1963997427
8555 Beverly Blvd,34.0761990436,-118.376780128,3.5,123448186,123000533
216 W 6th St,34.0462270871,-118.251471184,3.5,4071613711,4071613713
6833 Park Ter,33.976406,-118.393363,4.0,122817548,122817661
835 W Jefferson Blvd,34.024181,-118.28442,3.5,123419161,122940786
8157 Santa Monica Blvd,34.0908394084,-118.366751251,4.5,2190611574,122926197
4065 Jackson Ave,34.01715,-118.39726,4.0,122601215,122601220
139 1/2 North Larchmont Blvd,34.0740599529,-118.323818945,3.5,122977272,123364840
1917 N Bronson Ave,34.10565,-118.31832,4.0,123081182,4008240631
2321 S Hoover St,34.0346442,-118.2841619,4.5,1718378912,1718378930
4738 York Blvd,34.12215,-118.21235,4.0,14854593,27363714
9601 Santa Monica Blvd,34.0699029605,-118.405643432,4.0,2190611574,122926197
317 S Broadway,34.0505289,-118.2486189,4.0,4011845729,2258860933
8447 Santa Monica Blvd,34.09085,-118.37469,3.5,2190611574,122926197
5400 Wilshire Blvd,34.06192,-118.34619,3.5,3876106974,122583404
11188 Washington Pl,34.0088146,-118.4136152,4.0,122770847,122770836
3534 Sunset Blvd,34.08941715,-118.276839524,3.5,20842216,123113777
153 S Beverly Dr,34.0658876,-118.3992711,4.5,1717893584,122930059
8752 W Sunset Blvd,34.09119,-118.38184,3.5,122886471,3892316570
1330 N La Brea Ave,33.980146,-118.357847,4.0,122609287,122609292
6801 Hollywood Blvd,34.10262,-118.33951,5.0,4048147650,606940741
3435 Wilshire Blvd,34.0622089,-118.2984302,4.5,3876106974,122583404
729 N Vignes St,34.0551924419,-118.233311801,4.0,123226122,123226133
4351 Woodman Ave,34.1495597,-118.4316976,4.5,362554665,4076044737
1638 North Las Palmas Ave,34.100884,-118.3359938,4.0,122708626,122827117
6669 Hollywood Blvd,34.101936,-118.335593,2.5,4048147650,606940741
9543 Culver Blvd,34.0230536,-118.3955239,3.5,123381951,123381953
11324 National Blvd,34.02553,-118.43219,3.5,122940776,408470135
11211 Ventura Blvd,34.1418009823,-118.375742237,4.0,1831587416,122852288
7900 Santa Monica Blvd,34.09054,-118.36174,4.0,2190611574,122926197
2603 N Main St,34.0661149,-118.21526,3.5,27440412,28112675
3655 S La Brea Ave,34.01996,-118.356109,3.5,122562575,122562579
3515 Wilshire Blvd,34.06215,-118.30098,4.0,3876106974,122583404
1359 S Redondo Blvd,34.04829,-118.34939,3.5,123112806,123026187
1118 San Julian St,34.03522,-118.25323,5.0,122612648,122612655
3300 N Broadway,34.07342,-118.2063,4.5,4011845729,2258860933
2831 S Robertson Blvd,34.03627,-118.38921,4.5,1285296054,4013326164
6500 Selma Ave,34.0996148076,-118.331217091,3.5,123320209,122554324
4243 Overland Ave,34.011884,-118.400829,4.0,122649749,122649746
843 S Los Angeles St,34.04137,-118.2537,4.5,268539826,4073999002
