39.9984240,-75.0165720,40.0010927,-75.0120430
40.0362520,-74.9644400,40.0262470,-74.9561230
39.9462197,-74.9790548,39.9447570,-74.9807280
39.9537410,-74.9902390,39.9542360,-74.9896810
39.9476574,-74.9739724,39.9471210,-74.9752660
40.0125780,-74.9828370,40.0150930,-74.9821230
40.0065616,-75.0174780,40.0063612,-75.0172239
39.9793360,-74.9613760,39.9807038,-74.9646378
40.0289140,-74.9558830,40.0292530,-74.9548460
39.9490341,-74.9872199,39.9488922,-74.9854201
39.9364930,-74.9727680,39.9359070,-74.9729230
39.9966500,-74.9926720,39.9965150,-74.9919860
39.9714150,-75.0105770,39.9714430,-75.0104870
39.9751100,-74.9623990,39.9751740,-74.9625070
39.9452310,-74.9904000,39.9449620,-74.9896650
39.9597100,-74.9739836,39.9589370,-74.9747850
40.0172840,-74.9563580,40.0162340,-74.9574410
40.0011760,-74.9648580,40.0053657,-74.9678021
39.9865360,-74.9849874,39.9843370,-74.9831460
39.9739050,-74.9955040,39.9752200,-74.9880430
39.9716820,-74.9791720,39.9670360,-74.9716270
39.9655233,-74.9660836,39.9670680,-74.9716000
39.9661360,-74.9605450,39.9656960,-74.9646220
39.9567343,-74.9884855,39.9553630,-75.0018540
39.9901239,-74.9741530,39.9906240,-74.9731530
39.9969240,-74.9846320,39.9983880,-74.9849870
40.0101040,-74.9738740,40.0122600,-74.9686830
39.9561620,-74.9940623,39.9532451,-74.9935150
40.0142370,-75.0043800,40.0139940,-75.0041330
39.9993936,-74.9597751,40.0008880,-74.9623061
40.0015140,-74.9616600,40.0011800,-74.9607930
39.9855010,-75.0072550,39.9760670,-74.9977300
39.9503597,-74.9943685,39.9465150,-74.9882910
39.9554843,-75.0006708,39.9502790,-74.9944587
40.0142340,-75.0075220,40.0130620,-75.0063770
39.9471210,-74.9752660,39.9470260,-74.9752030
39.9493720,-74.9719350,39.9480080,-74.9734100
39.9470260,-74.9752030,39.9480080,-74.9734100
39.9496190,-75.0105460,39.9467040,-75.0121120
40.0069865,-75.0277302,40.0051430,-75.0259281
39.9705975,-74.9514556,39.9662750,-74.9575590
39.9488240,-75.0045996,39.9422080,-74.9934150
40.0338880,-74.9701290,40.0351500,-74.9709720
39.9587222,-74.9700457,39.9622790,-74.9707000
39.9588320,-74.9690439,39.9561470,-74.9685030
39.9521590,-75.0131770,39.9509141,-75.0093847
40.0299370,-74.9910510,40.0076657,-74.9721531
40.0066120,-74.9723850,40.0076657,-74.9721531
40.0011760,-74.9648580,40.0013350,-74.9644610
40.0037870,-75.0115270,40.0083630,-75.0085260
